Accession,A_NAT_151,A_NAT_264,A_NAT_661,A_NAT_692,A_NAT_803,A_NAT_919,A_T_151,A_T_264,A_T_661,A_T_692,A_T_803,A_T_919,I_NAT_160,I_NAT_253,I_NAT_557,I_NAT_693,I_NAT_954,I_NAT_978,I_T_160,I_T_253,I_T_557,I_T_693,I_T_954,I_T_978
Q99828,22.4881,20.8634,19.5769,22.6442,22.0903,22.1226,22.2789,23.6197,22.7233,23.4256,22.2212,23.3892,22.2924,21.7231,22.5287,22.3134,22.6457,21.2164,22.2675,22.3744,23.0089,22.0167,23.1014,19.8038
Q99829,24.1811,23.6331,22.0127,23.833,23.5908,22.7411,23.8334,23.4711,22.7408,24.0611,23.9561,22.4809,23.6141,24.0476,22.8408,23.5517,22.828,24.0776,23.3944,23.9921,23.0076,23.1447,23.3292,24.0432
Q99832,26.5889,26.1752,26.5836,26.5831,26.6693,26.5364,26.7145,26.6651,26.6378,26.9229,26.8407,26.8375,26.445,26.0629,26.6317,26.6831,26.5718,26.4497,27.008,26.7682,26.5332,26.5516,26.8503,26.5018
Q99873,25.026,23.8549,24.3553,24.3717,24.6388,24.3699,24.5328,24.824,24.9428,25.5705,25.0976,24.963,24.5554,23.2981,24.6328,24.852,24.5731,24.6623,25.7212,25.371,24.6757,25.2995,24.9157,24.1903
Q99879,27.4488,27.1307,28.4457,28.249,28.1266,27.284,27.9632,28.6561,28.3671,28.3115,27.8463,27.9787,27.9759,27.5699,28.3796,28.2024,28.619,28.5561,28.439,28.3801,28.6383,28.0233,28.679,28.4639
Q99959,23.8312,22.1807,23.384,23.4096,23.7058,23.7211,23.3077,22.8148,23.22,21.2664,22.4308,24.4289,23.7399,21.2291,23.938,24.1643,23.9326,23.0001,24.0088,23.1058,23.9561,24.2315,22.9745,21.9877
Q99961,22.7442,22.9659,22.7961,22.2138,22.8546,23.1525,22.6867,22.7208,23.2359,22.8364,22.9688,22.6539,22.9562,22.8904,22.7652,22.7698,22.7853,22.8771,22.5143,22.2017,22.5909,22.7976,22.8531,22.8023
Q99988,26.0037,20.9974,19.5479,24.8972,25.3984,24.8678,27.4449,25.7933,19.8201,25.3659,26.8406,24.1964,27.5365,20.1723,28.2826,25.7409,24.8257,25.4284,27.0184,30.1246,27.5149,27.3337,24.6494,24.2341
Q9BPW8,23.9639,23.7544,23.1121,23.8705,23.695,23.5933,24.4671,25.347,23.6503,23.3158,24.9428,23.5599,23.9028,23.3585,24.1723,24.085,24.2335,23.3602,23.9591,25.5881,24.4305,24.16,24.7714,23.6685
Q9BPX5,23.2933,23.7462,22.7915,23.2677,21.6036,23.4504,23.5613,24.1162,23.0419,22.8719,22.5749,23.1724,20.0762,23.4182,22.7057,20.1876,23.2582,22.9636,23.2038,23.1837,23.0514,23.6865,23.6098,23.1524
Q9BQ69,23.1927,23.9006,23.2893,23.5201,23.6813,20.6633,23.1507,23.9199,23.4314,22.7535,24.3524,23.733,22.5672,22.8703,23.5566,23.3986,23.7143,23.5466,23.2689,24.1676,23.5134,23.1892,24.0964,23.5986
Q9BQA1,23.1503,22.3829,22.8059,22.9281,23.0346,22.649,23.8158,24.0244,22.6299,23.8824,23.0079,23.3084,22.9382,21.8061,23.2244,23.3164,22.8238,22.7111,23.7037,23.7306,23.1414,23.4795,23.2757,22.8562
Q9BQE3,25.8931,24.3382,24.7256,24.3962,24.8346,24.8666,25.3763,26.2911,25.8397,26.7719,26.9929,24.7037,25.6427,24.1359,25.3857,25.2917,25.9174,24.7672,26.7867,25.3857,25.454,26.0471,25.6856,24.7305
Q9BQG0,21.1464,21.7329,19.7483,21.2385,21.6527,20.2243,21.6999,24.1288,20.5596,22.2222,21.5186,21.3228,20.4805,20.4126,21.2758,21.835,20.0811,21.1087,22.1692,23.1486,20.7668,21.2473,22.4099,21.0479
Q9BQS8,21.1888,22.1595,18.7322,21.2554,21.8218,22.0233,21.8396,22.975,20.9763,21.6542,22.3746,21.8587,21.8619,20.3925,21.0409,21.7022,21.9852,22.045,21.897,21.8511,21.8344,21.861,21.8917,19.548
Q9BR76,26.7777,25.8458,26.045,26.4516,26.0796,26.5499,27.4462,26.4956,26.3058,26.6547,27.0651,26.7643,26.9793,26.2406,26.6251,26.8174,26.6628,26.1914,27.136,26.6544,26.661,26.8435,26.4532,25.8459
Q9BRA2,25.854,25.3561,25.1234,25.8717,25.6176,25.4765,26.5439,25.4897,24.9467,26.278,26.4716,25.5227,25.2149,24.854,26.2754,25.6955,26.0356,25.0287,25.7905,25.6908,25.8986,25.1837,26.1902,24.9538
Q9BRF8,23.8719,23.7819,23.3135,24.011,23.162,24.2428,23.3138,23.629,23.6319,23.1327,23.8307,23.6158,23.6201,23.6331,23.4008,23.44,23.5577,23.1231,22.4398,23.2415,23.2181,23.0972,22.9349,22.9346
Q9BRG1,21.9888,20.6004,21.1936,21.089,21.6623,21.4187,22.4668,22.4515,21.5768,21.6961,22.303,21.7016,22.1141,20.5652,22.1378,22.2224,22.1744,21.3946,21.4028,22.7015,21.7543,22.3964,22.7667,21.7097
Q9BRK5,23.3237,20.5234,20.6212,22.3273,22.0799,21.8781,22.1224,22.048,22.6273,21.8306,21.9362,22.8565,22.207,21.2012,22.5244,22.9713,22.9442,22.2441,22.7619,22.4005,22.6281,22.9836,21.9747,21.3717
Q9BRP8,22.1116,21.0933,19.9819,21.8713,21.6788,22.5692,22.4963,21.3934,21.6323,22.7601,22.7884,22.7108,22.0282,20.8424,21.7404,22.1538,21.7158,21.7611,22.5806,20.8908,22.6422,22.5353,21.7458,22.0456
Q9BRX8,23.8435,22.6435,22.5723,23.199,23.6173,23.148,23.3159,22.4848,23.4091,22.6058,23.0819,22.6927,23.3072,23.1045,23.4488,24.3327,23.8705,23.2689,22.9905,23.8372,23.8528,23.3189,23.4216,22.5134
Q9BS26,24.9375,23.9678,24.4422,25.2117,24.6661,23.757,25.2977,25.2954,24.1926,25.3229,25.3597,25.2697,24.3439,24.251,25.3157,25.0828,24.7233,23.9203,24.9202,25.1899,24.5765,24.6939,24.0768,24.1163
Q9BSD7,22.5864,22.272,21.3594,21.6862,22.5875,22.4285,23.0002,21.3958,21.2979,20.628,22.1077,22.6102,20.6405,20.5024,22.1333,22.6744,22.7582,22.022,21.1914,22.0202,22.2839,22.8223,22.5029,21.8436
Q9BSH5,21.9239,21.7288,21.5618,21.6712,21.9218,21.2032,23.0916,22.0752,19.8311,21.3308,22.7784,21.3093,21.436,21.8773,21.8789,21.5829,22.5781,21.7646,21.8048,22.4636,21.5871,22.1997,21.8782,22.1104
Q9BSJ8,25.4181,25.665,25.5608,25.5013,25.2002,24.8773,25.5264,25.3837,25.4929,25.0559,25.8501,24.89,24.8554,25.4947,24.8778,25.0385,24.929,25.6762,24.8819,24.7778,24.7662,24.3541,24.7958,25.4456
Q9BT09,21.8776,21.8471,22.0802,22.2426,21.842,22.1214,22.3903,22.2782,21.6983,21.9321,22.4256,22.7054,21.8273,21.2023,21.5499,22.1593,22.3632,21.5265,22.5263,22.1743,22.0714,22.1771,22.0292,22.1078
Q9BT22,21.6279,20.3266,20.5755,20.7891,21.0858,19.8838,21.3446,21.9998,20.0509,20.891,21.2908,21.3718,20.5417,19.3624,21.3591,21.4008,21.2389,20.7474,20.5438,21.5354,20.9825,21.8044,20.6412,19.8855
Q9BT78,25.4335,25.338,25.2345,25.2675,25.251,25.2795,25.1525,24.8613,25.3337,25.2476,25.0303,25.0916,25.347,24.9805,25.3493,25.3644,25.3219,24.9306,25.1567,25.42,25.3191,24.8517,25.1305,24.9286
Q9BTT0,19.5639,22.9106,21.8264,22.3958,22.5647,21.1845,21.8207,23.3074,22.3916,21.7694,22.3422,22.0255,22.0375,21.1411,21.6737,21.7885,22.0702,22.3181,21.9238,21.3433,21.7756,21.8582,21.8431,22.7412
Q9BTV4,24.8414,25.7596,25.5871,25.2037,25.197,24.6358,24.8296,25.3713,25.35,24.7088,25.3551,24.475,23.8635,25.6218,24.6793,24.9262,24.9678,25.4465,23.9773,24.6166,25.2914,24.42,24.7711,25.6833
Q9BTW9,20.6091,20.7339,20.8382,19.552,20.925,20.3061,20.9637,20.6967,19.8553,20.3059,21.2497,20.9463,21.0807,20.7222,20.8966,21,19.8215,20.5896,20.3902,21.4155,20.8761,21.2493,20.3137,20.7935
Q9BTY2,21.6415,21.1995,19.6585,20.3748,21.4792,22.0592,24.6693,23.3817,21.5708,20.0507,23.2359,22.9503,21.244,20.9873,22.8804,23.0046,23.041,21.53,21.108,23.8985,22.7806,23.1023,21.9858,21.3752
Q9BTZ2,22.7108,22.7167,22.2389,20.8189,22.3539,21.4437,23.261,22.2925,22.7609,21.4711,21.0303,22.5103,22.7908,22.4718,22.7833,22.7286,22.32,22.7214,22.7977,23.3233,23.0821,23.1064,22.4343,22.6498
Q9BUF5,28.8995,29.3226,28.6859,29.1744,28.991,29.0938,28.77,28.5006,28.6227,28.8416,29.0327,28.9762,29.2502,28.7669,28.6996,28.7981,28.4924,28.854,28.5676,28.282,28.646,28.9503,28.4208,28.9381
Q9BUH6,22.6992,20.1701,22.5602,22.5487,22.8234,22.4913,22.5755,23.2341,22.6281,23.3915,22.2828,22.9576,22.7585,22.2574,22.889,23.2825,22.4898,22.1273,23.0065,22.9917,23.1607,22.6815,22.5858,21.2402
Q9BUJ2,24.9203,24.0097,24.9362,24.2158,24.314,23.279,24.6977,25.6856,24.8245,25.2208,24.6429,25.1056,24.8935,23.9113,24.3169,24.907,25.417,23.9577,25.5404,25.1167,24.8154,25.2353,25.3896,24.2321
Q9BUL8,23.3419,22.773,23.0463,22.447,22.8652,22.2026,23.318,22.8494,22.5081,22.0518,23.0481,22.7387,22.377,23.0342,22.9199,22.9028,22.3464,22.5428,22.2789,22.8721,22.8762,22.3781,20.78,22.9411
Q9BUR5,22.6441,21.6561,20.2069,22.4335,22.1619,22.4603,23.2535,22.7452,22.4298,22.3812,22.2497,21.8343,22.4117,22.1752,22.3321,22.7145,22.4733,22.5499,22.6704,23.0101,22.3988,22.4448,22.8506,22.7175
Q9BUT1,23.5458,23.8032,23.5138,20.1399,23.4811,22.5075,23.0568,22.1859,23.324,22.6734,23.4726,23.3617,22.793,22.8844,22.935,22.9585,23.7331,23.385,22.7836,24.0969,23.3287,23.1052,23.2407,23.2603
Q9BV20,23.0357,20.2634,22.7424,22.5343,22.7972,21.7691,23.3441,21.1025,22.9192,19.4129,22.9716,22.5516,23.2881,22.7355,22.4289,23.3411,23.003,22.6019,23.2943,23.416,21.4227,23.4635,23.4121,22.702
Q9BV36,25.8681,20.3152,24.1073,25.5788,25.272,25.4559,26.022,25.9107,25.1908,24.3909,24.9316,26.1872,25.7428,24.0805,26.3919,26.3056,25.4645,24.8239,25.5973,26.1758,26.5605,25.9306,25.6985,23.8547
Q9BV57,22.4024,21.4482,20.0197,22.2797,21.8259,21.3246,21.6414,20.9472,20.8337,22.2226,21.3902,22.0788,21.321,22.1383,22.592,22.348,22.3315,22.4797,22.1768,22.0373,22.6567,22.0122,22.2208,22.3428
Q9BVG4,22.6221,20.8573,21.8632,23.0294,22.7308,22.3095,23.222,22.8641,22.1297,23.0629,23.4207,22.5173,22.6131,20.8999,23.337,23.4884,23.0185,22.4846,22.8304,23.4581,22.8762,23.1369,23.3768,22.274
Q9BVK6,25.3319,23.6904,24.2743,24.9642,25.0896,24.2559,25.8025,25.0646,24.8446,25.0888,24.9248,25.5806,24.8439,23.7721,24.8423,25.3064,25.23,24.2644,25.2864,25.6898,25.1628,25.4883,25.2116,24.3236
Q9BW04,24.6378,20.6762,20.0432,24.8068,24.8743,25.3765,23.8918,24.7164,24.7943,25.4171,24.2316,25.6927,25.0546,20.8169,25.208,25.2541,24.8684,24.0899,25.4745,25.2055,25.2489,25.1411,25.0148,22.7572
Q9BW27,21.8746,22.1441,21.4573,21.9481,21.7988,19.3812,21.9255,22.0739,20.5191,22.2304,21.9513,21.5013,21.8547,21.8976,21.9195,22.0892,20.712,19.8793,22.7988,22.0747,21.9465,22.084,22.1095,21.8128
Q9BWD1,26.412,24.0602,24.5165,25.909,25.6468,25.4562,25.0012,25.0794,25.2284,24.0084,26.6418,25.386,25.6848,25.3254,26.519,26.1273,26.6081,24.7647,25.2673,25.9847,26.3998,25.7017,25.2832,24.7479
Q9BWF3,22.486,19.0786,22.4427,22.7062,22.9527,22.4082,22.4183,23.8204,22.5042,23.2891,23.3299,22.8556,22.2005,21.3617,23.1194,23.0181,23.4114,20.593,23.1514,23.1881,23.104,23.0285,23.9083,22.4049
Q9BWJ5,21.9682,21.8477,21.9084,22.7513,22.1575,20.6962,21.9076,23.7285,20.5334,22.7407,22.8102,22.1761,21.2853,21.0181,22.583,23.0853,21.2281,20.2633,21.5056,22.6991,22.526,22.2003,23.5881,19.3363
Q9BWM7,22.3461,22.8267,23.5475,22.3721,22.4973,22.5742,22.3244,22.4542,23.2528,22.5967,23.2667,22.0439,22.6844,22.0935,22.0564,22.1085,23.1654,23.0136,22.3515,21.2372,22.1845,22.3495,22.2452,23.2799
Q9BWS9,23.2636,22.1955,22.5903,23.0312,22.987,22.3927,22.6045,21.8586,22.4764,23.412,22.9677,23.3188,23.0901,22.5157,23.2273,23.6279,23.2441,22.3032,23.4303,23.3538,23.4909,22.6979,23.6819,22.8851
Q9BX66,27.3862,28.92,28.1763,28.0976,27.7199,28.2564,26.8707,26.4804,28.634,27.6842,27.4168,26.5932,27.6364,28.2715,27.7971,27.5034,27.389,28.5708,27.1067,26.5659,27.6486,27.7958,27.4081,28.5306
Q9BX68,23.5589,22.7208,22.6786,23.2674,23.5091,22.4262,23.6309,23.5256,23.195,22.5326,23.9409,23.2249,23.3827,22.9591,23.4743,23.3534,23.2071,22.8218,20.4214,24.2005,23.6495,22.9398,22.9871,22.6224
Q9BXB5,20.1679,21.5095,20.7679,20.263,20.1221,20.2709,20.5905,20.4281,20.6652,20.1771,20.9294,19.9493,20.915,19.7028,20.1335,20.0947,20.2803,20.2326,19.321,21.2531,20.2817,19.7263,20.1567,20.3794
Q9BXK5,22.7894,22.2923,21.9069,22.4786,23.0475,21.8394,22.8623,23.2359,22.8589,22.1122,23.2922,22.8076,22.3615,21.9563,22.7408,22.5901,22.5405,22.6297,22.4697,23.4356,22.8904,22.9455,22.7649,20.9739
Q9BXN1,25.4565,24.7961,25.9106,25.513,25.4064,25.5718,26.7205,28.1811,25.7686,26.469,24.9214,25.6535,25.6289,28.4659,25.5548,24.9646,26.621,25.0766,26.1129,26.7273,25.0786,24.6729,26.5626,25.8884
Q9BXP5,23.3861,22.6643,23.2397,22.9205,23.6183,19.5806,23.2963,23.9823,23.5228,24.0311,23.5293,23.4353,23.5195,19.37,22.9226,23.5875,23.7312,22.2585,23.9152,23.5795,23.3839,23.7542,23.9467,22.681
Q9BXS5,23.3127,23.2982,22.9622,22.8091,23.2545,22.4968,23.465,23.641,23.1195,23.4704,23.6722,23.1225,22.936,23.2673,23.4321,23.5731,23.332,23.2376,23.1284,23.573,23.4061,23.3166,22.4205,22.8154
Q9BY32,23.8757,23.9532,19.2949,23.4211,19.1556,22.7386,24.3675,24.4591,20.4205,23.5996,24.1372,23.1168,23.7136,22.4085,23.2286,23.6442,23.4287,22.6936,23.262,23.2287,23.3481,23.9982,23.6941,21.4528
Q9BY44,23.6112,21.8427,18.8795,22.6333,22.9758,22.0474,23.7524,23.9078,23.0101,24.0627,24.0538,23.6902,23.1179,19.9164,23.2938,23.3148,23.5019,22.0272,23.1317,23.5784,23.2387,23.8776,24.2648,22.6028
Q9BY50,23.3781,22.5993,21.4511,22.3688,22.2753,21.4532,23.175,22.2246,22.2518,23.1835,21.5082,23.0091,22.4307,21.6501,20.6732,23.1695,23.2088,20.833,22.316,22.5125,23.0079,23.1339,21.3872,22.0308
Q9BY67,22.4578,21.6963,22.2465,22.5549,22.6811,22.779,22.4413,22.7515,20.7707,22.3919,22.7398,23.0836,22.4492,21.5946,22.7889,23.528,21.836,22.0835,23.8095,23.6388,22.8516,23.2747,21.7386,20.1008
Q9BZF1,20.7852,21.417,22.2168,21.305,21.113,20.8702,21.5846,22.7991,21.7528,22.1262,21.6285,21.8842,21.2579,20.7177,21.0698,21.1925,21.2416,21.4659,21.6434,21.5437,21.6612,21.5634,21.2216,21.022
Q9BZF9,21.7299,22.1338,22.4089,21.7548,21.8502,19.2659,21.7111,21.7686,21.554,22.1942,22.7477,21.7781,21.1643,22.8485,22.0796,22.2409,22.036,21.9255,21.3277,22.0864,22.0395,22.384,22.2402,21.2555
Q9BZH6,22.2471,20.6092,21.0461,21.3562,21.868,20.4564,22.2128,23.2482,21.683,22.2886,21.8005,21.9708,22.0531,19.5441,21.7668,22.0444,21.5238,20.4848,21.852,22.7471,22.045,21.7785,21.7456,20.3779
Q9BZK7,23.4716,22.4254,23.1416,22.8484,22.8444,22.5158,22.9282,23.1613,22.7508,23.0564,23.8773,23.7552,23.3647,22.0423,23.3031,23.3273,22.9361,21.8646,23.4963,23.3426,23.1876,23.0986,22.6845,21.1158
Q9BZL4,23.7207,24.6271,24.4037,23.8045,23.6518,23.8765,23.6625,22.923,24.508,23.5701,23.9181,23.1016,23.576,24.401,23.547,23.9532,23.1034,24.6689,23.3617,23.1312,23.7798,23.7146,22.9248,24.2883
Q9BZQ8,26.3706,26.2385,25.7022,26.3092,26.4507,27.4032,27.0323,25.6587,25.7568,25.7143,27.0839,27.5937,26.6388,26.3386,27.1596,27.0149,26.1477,26.5969,27.2479,26.9841,26.7667,27.1662,26.8708,26.072
Q9BZV1,23.9099,23.7576,23.3818,23.8398,23.9756,23.3918,23.2617,23.7808,23.8426,23.5815,23.7136,23.7022,23.8031,23.6016,23.9179,24.1722,23.737,23.5853,23.688,23.8561,23.7397,23.9861,23.8627,23.6793
Q9BZZ5,22.4637,23.1892,23.3351,22.9429,23.0647,22.8134,23.9062,24.3454,23.2151,23.6254,23.7857,23.4866,23.2158,18.6981,23.324,23.4437,23.3727,23.4676,24.0004,23.9523,23.5607,23.4472,24.4859,22.8742
Q9C0C2,24.8117,22.9901,22.2512,24.9812,24.9134,24.5089,24.1174,24.7315,24.3339,24.7385,24.8048,25.1937,24.704,23.2428,24.8152,25.2579,24.6809,24.2402,25.2759,24.8715,24.8058,25.1004,24.4558,23.1846
Q9C0C9,20.7078,20.7737,21.2892,21.0194,20.2572,19.8631,21.0113,20.7267,21.1972,21.0605,21.1727,20.7478,20.4704,20.6468,20.9433,20.8682,20.5735,19.6041,19.1598,21.3671,21.0685,20.4867,20.9056,19.8937
Q9C0E8,22.8583,22.9076,22.7089,22.3429,22.4284,19.327,22.1248,22.3777,23.0227,22.6737,22.1241,22.7288,22.5153,22.8236,21.8778,22.753,22.0196,22.8515,22.6525,21.7064,22.1244,22.6672,22.2869,22.7854
Q9GZM7,26.6012,28.1298,27.3678,26.7699,26.4524,26.9454,26.0329,26.1745,27.0563,25.7865,26.4959,25.8024,26.5066,27.6681,26.5868,26.019,26.2148,27.9768,25.7769,25.3727,26.9631,25.9104,25.6286,27.38
Q9GZP4,23.2975,22.9067,22.7948,23.09,23.5828,23.0423,23.8036,22.7249,23.0683,23.4793,23.7272,23.1196,23.1413,22.9923,23.865,23.6807,23.5092,23.3752,23.1477,23.3836,23.7354,23.3047,23.9625,23.488
Q9GZS3,23.9783,21.267,23.5002,24.012,23.843,23.2396,23.302,23.6843,23.3058,23.8878,23.8054,24.0486,23.6672,23.5323,23.9252,24.1999,23.7114,22.9481,24.0851,23.6475,23.5909,23.8641,23.6801,22.9288
Q9GZT8,22.6445,22.7414,22.6336,22.736,23.0529,22.8025,23.011,22.5948,22.409,23.2902,23.2425,22.9231,23.0929,22.4538,23.0434,22.924,22.5492,22.4773,22.9493,22.9751,23.0095,23.4074,22.8941,22.8052
Q9GZZ9,22.8815,22.3799,22.1111,22.9246,22.6315,22.223,22.9259,23.0574,22.4759,23.1934,23.8812,22.7368,22.7038,22.032,22.6394,23.3612,22.7037,21.6977,22.4484,22.964,22.7889,22.7324,22.2173,21.725
Q9H008,22.813,23.0241,22.829,22.8712,22.3541,22.9204,20.1137,21.9506,22.218,22.6492,22.6651,22.4296,23.0612,22.5905,22.3354,22.0614,22.1907,22.6635,22.5402,21.4224,22.0194,22.5267,21.4435,22.581
Q9H074,22.2174,22.825,22.1387,22.4918,22.2882,22.9865,23.031,23.2072,22.5295,22.4038,22.7414,22.5523,22.2538,22.8332,22.8496,22.5814,22.6581,20.6304,22.4877,22.3477,22.1194,22.7988,23.0266,22.8124
Q9H0B8,24.3166,20.2429,23.5213,23.7928,23.9685,23.3731,23.4491,20.1948,23.9842,20.3413,20.1464,22.5748,23.5753,19.9328,23.1162,24.3588,25.5693,22.7963,22.6897,21.7945,23.8179,23.5677,23.4076,23.4122
Q9H0D6,22.7475,22.4449,22.0307,22.6405,22.4727,22.0719,23.3138,24.1811,22.8583,23.1655,23.1403,22.5267,22.1387,22.165,22.7253,22.6778,22.43,21.6937,23.134,23.2032,22.4438,22.722,23.1661,22.2061
Q9H0E2,22.9061,22.0969,19.1573,21.3923,23.6309,22.7121,23.1735,23.9755,23.1303,23.0657,23.6369,23.2137,23.7039,22.4496,23.706,23.847,23.4534,20.0791,23.8415,23.1932,23.8744,23.6592,22.595,22.9527
Q9H0R4,23.5566,23.2426,22.7471,23.8184,23.7572,22.7308,23.6506,23.9575,22.7055,23.6087,23.7141,23.5485,23.4879,23.9937,23.9,23.8877,23.4995,22.966,22.927,24.2499,23.6424,23.8353,22.9503,22.9761
Q9H0U4,26.0997,25.3566,25.4575,26.0681,26.1324,26.1318,26.4638,26.7811,26.2719,26.6063,26.5082,26.8116,26.5727,25.2034,26.2997,26.5681,26.3933,25.0872,26.9285,26.5571,26.4255,26.4038,26.7201,25.6298
Q9H0W9,25.7867,24.254,24.9107,25.2121,24.7933,25.1762,24.8698,24.9004,25.4538,25.4306,24.1787,24.8655,26.383,25.4174,25.5748,25.8209,25.6619,24.9036,26.1237,25.7177,25.5292,25.6308,25.1538,24.8066
Q9H1E3,23.0279,19.7693,19.8167,23.3504,23.3628,22.8034,22.7902,24.5346,20.3629,24.1445,24.0577,23.7499,23.9955,20.5341,22.9098,24.0338,21.1729,23.557,24.7894,22.4327,22.926,24.3471,22.2992,23.3961
Q9H1E5,21.4595,21.5549,22.1044,21.5965,21.4693,20.0762,21.7283,22.5993,20.6525,20.8275,21.9449,20.3166,21.3425,22.2341,21.9237,21.2075,21.5061,21.4132,21.8067,22.0068,21.7855,21.6439,20.9099,20.9566
Q9H223,24.3131,23.5945,24.3917,24.1638,24.2099,23.8347,24.2847,24.098,24.6784,24.7007,24.6089,24.3176,24.3199,24.3198,24.0184,24.3859,24.7738,23.9688,24.1013,24.2593,24.1354,23.9786,23.7755,23.8188
Q9H269,22.8328,22.5607,22.6558,22.9227,22.9044,21.7339,23.1247,23.8072,21.4726,20.2609,23.8102,22.2635,20.524,22.5679,22.4866,23.2588,22.5108,20.9339,21.9434,23.2395,22.0435,22.4956,21.5571,21.7944
Q9H270,21.0601,21.2377,21.1546,20.8225,19.7964,19.8307,20.9611,21.1842,20.8959,20.9412,21.0788,21.1934,21.0098,20.8399,21.8162,20.7036,20.7178,20.953,21.0427,20.7718,19.6769,21.0721,21.2488,20.3431
Q9H2D6,22.0121,23.5045,22.3482,22.5245,21.8013,21.7529,22.088,22.4627,21.0141,21.9649,21.6693,21.0201,21.3772,21.2334,21.9964,21.9198,22.4197,22.5626,22.2589,21.5434,22.1687,22.0031,21.8294,22.5141
Q9H2G2,24.246,24.3333,24.3584,24.2099,23.8733,24.1532,24.4526,23.8644,24.2675,24.033,23.4239,24.1497,24.0928,23.9608,23.8731,24.1441,23.8394,23.9069,23.937,24.0838,24.1013,23.9318,24.1594,23.824
Q9H2H8,22.6758,22.5055,22.009,22.681,22.6186,22.5046,22.823,23.0104,21.9408,22.9006,22.9377,22.7599,22.5968,22.6392,22.9606,22.1658,23.2618,21.8751,23.2212,22.7257,23.0783,22.4522,22.7261,21.9537
Q9H2U2,25.6885,24.525,24.9132,25.1771,25.3208,24.8854,26.0777,26.0025,25.2005,25.0568,25.0221,25.7516,25.2772,24.9111,25.6587,25.1587,25.3461,25.3999,25.5361,26.2747,25.7037,25.5668,25.6076,25.1531
Q9H307,20.2717,21.1048,19.4598,22.3772,22.6521,19.6768,22.3049,23.2414,20.6841,21.0255,22.9373,22.2939,20.8873,20.2408,22.758,22.5126,21.9869,22.3169,22.8764,22.6002,22.5645,22.2342,23.0886,22.1778
Q9H3H3,21.8129,21.6525,19.4806,19.407,21.663,21.9886,21.3336,21.849,21.8669,20.339,21.6086,21.2062,21.911,19.4268,21.721,21.5093,21.6998,22.2016,21.5148,21.7533,21.6856,19.4014,21.8832,22.2847
Q9H3K6,23.2232,22.5634,22.7823,22.6623,23.0104,22.4368,23.8809,24.0245,22.7918,23.308,23.8116,23.8471,22.6398,20.0917,22.9453,22.4048,23.2128,22.6452,23.4091,23.7503,23.1585,23.0741,23.7372,22.915
Q9H3N1,21.5556,21.5104,22.0602,21.6749,21.7389,21.5751,21.7917,22.2876,21.5404,20.9387,21.523,22.3444,21.5454,20.7904,21.5348,21.7493,22.6511,21.8458,22.2806,21.7525,21.788,21.6996,22.1744,21.9601
Q9H3P7,24.3147,21.9282,23.3343,23.9817,23.9556,23.8365,24.4895,23.8523,23.9398,24.2828,23.2062,24.4464,23.7609,23.079,23.8787,24.3144,23.9265,23.2611,24.3747,24.541,24.145,24.1857,24.3045,23.1974
Q9H3S7,23.0481,22.2975,22.8857,22.5178,22.298,19.4605,22.4948,22.2764,22.8343,22.5252,22.463,21.9693,21.1134,21.5483,22.293,22.7112,22.6013,22.1548,22.5419,23.1717,22.8239,22.5594,22.974,22.645
Q9H3U1,23.1968,23.5993,23.7348,22.9662,23.4534,20.9641,23.5695,22.9883,23.3578,22.8911,23.1124,22.3373,23.1665,23.8253,23.2904,23.3913,22.3292,23.0007,22.9974,23.1496,23.0993,23.3568,22.8567,23.3164
Q9H3Z4,23.743,22.8259,22.9262,22.6403,22.6738,18.7267,24.2847,23.8916,23.5788,23.2765,22.6874,23.5959,23.7397,22.7622,23.4957,23.3645,23.003,23.4835,23.392,23.3406,23.7103,24.0239,24.1407,20.037
Q9H444,23.4442,20.8304,23.5516,23.9304,23.748,23.4011,23.2349,23.1753,23.6267,21.5396,22.87,23.4389,23.8275,22.8479,23.8233,23.5252,23.4471,23.6978,23.3452,19.9674,23.9542,23.586,23.1059,23.9105
Q9H4A4,26.2045,25.7528,25.6616,26.231,26.3938,26.115,26.4402,26.4331,26.0156,26.6902,26.5643,26.5137,26.4024,25.5012,26.4689,26.1842,26.5521,25.9936,26.0747,26.5479,26.2387,26.2322,26.3157,25.7699
Q9H4A6,23.8356,21.9221,22.5076,22.9875,23.2633,23.192,24.0312,23.0542,22.9954,23.9282,23.4322,24.1446,23.4738,22.9973,23.7578,24.3274,23.455,21.2098,23.0645,24.2897,23.7546,23.9124,23.9882,22.506
Q9H4G0,22.74,22.308,21.8254,22.5336,22.5848,20.5037,22.1137,21.2936,21.4609,22.029,22.1088,21.7313,22.0195,22.9166,22.6827,23.1692,22.5176,22.8466,21.7125,22.2787,22.7661,22.8604,19.8113,22.1929
Q9H4G4,25.4082,25.0488,24.6692,25.8649,25.5276,25.5696,25.2693,24.9435,25.0424,24.4116,25.6295,25.6429,26.1483,24.7858,25.5602,25.7716,25.0058,24.9157,25.4157,25.6713,25.4861,25.5049,24.2881,24.7821
Q9H4M9,25.3426,25.3184,25.2353,25.3125,25.7642,25.8959,24.9499,24.8573,25.5955,25.5003,24.9714,24.869,25.5491,25.9751,25.4433,25.1365,25.0421,25.95,25.2166,24.927,25.4062,25.3949,24.8624,26.0182
